en
S,en,Ukraine,ru,Украина,ru,Україна
T,en,Rivnja,ru,Рiвня,ua,Рiвня
T,en,Ripne,ru,Рiпне,ua,Рiпне
T,en,Rozhnjativ,ru,Рожнятiв,ua,Рожнятiв
T,en,Svarichiv,ru,Сваричiв,ua,Сваричiв
T,en,Slivki,ru,Сливки,ua,Сливки
T,en,Sloboda-rivnjans'ka,ru,Слобода-Рiвнянська,ua,Слобода-Рiвнянська
T,en,Spas,ru,Спас,ua,Спас
T,en,Suhodil,ru,Суходiл,ua,Суходiл
T,en,Tsineva,ru,Цiнева,ua,Цiнева
T,en,JAsenovets',ru,Ясеновець,ua,Ясеновець
T,en,JAsen',ru,Ясень,ua,Ясень
T,en,Balintsi,ru,Балинцi,ua,Балинцi
T,en,Beleluja,ru,Белелуя,ua,Белелуя
T,en,Borschiv,ru,Борщiв,ua,Борщiв
T,en,Budiliv,ru,Будилiв,ua,Будилiв
T,en,Buchachki,ru,Бучачки,ua,Бучачки
T,en,Vidiniv,ru,Видинiв,ua,Видинiв
T,en,Vovchkivtsi,ru,Вовчкiвцi,ua,Вовчкiвцi
T,en,Gan'kivtsi,ru,Ганькiвцi,ua,Ганькiвцi
T,en,Gorishne zaluchchja,ru,Горiшнє Залуччя,ua,Горiшнє Залуччя
T,en,Dzhuriv,ru,Джурiв,ua,Джурiв
T,en,Dolishne zaluchchja,ru,Долiшнє Залуччя,ua,Долiшнє Залуччя
T,en,Dragasimiv,ru,Драгасимiв,ua,Драгасимiв
T,en,Zabolotiv,ru,Заболотiв,ua,Заболотiв
T,en,Zavallja,ru,Завалля,ua,Завалля
T,en,Zadubrivtsi,ru,Задубрiвцi,ua,Задубрiвцi
T,en,Zibranivka,ru,Зiбранiвка,ua,Зiбранiвка
T,en,Illintsi,ru,Iллiнцi,ua,Iллiнцi
T,en,Knjazhe,ru,Княже,ua,Княже
T,en,Krasnostavtsi,ru,Красноставцi,ua,Красноставцi
T,en,Kulachkivtsi,ru,Кулачкiвцi,ua,Кулачкiвцi
T,en,Ljubkivtsi,ru,Любкiвцi,ua,Любкiвцi
T,en,Novoselitsja,ru,Новоселиця,ua,Новоселиця
T,en,Oleshkiv,ru,Олешкiв,ua,Олешкiв
T,en,Orelets',ru,Орелець,ua,Орелець
T,en,Pidvisoke,ru,Пiдвисоке,ua,Пiдвисоке
T,en,Popel'niki,ru,Попельники,ua,Попельники
T,en,Potichok,ru,Потiчок,ua,Потiчок
T,en,Prutivka,ru,Прутiвка,ua,Прутiвка
T,en,Rudniki,ru,Рудники,ua,Рудники
T,en,Rusiv,ru,Русiв,ua,Русiв
T,en,Snjatin,ru,Снятин,ua,Снятин
T,en,Stetseva,ru,Стецева,ua,Стецева
T,en,Trostjanets',ru,Тростянець,ua,Тростянець
T,en,Troyitsja,ru,Троїця,ua,Троїця
T,en,Trofanivka,ru,Трофанiвка,ua,Трофанiвка
T,en,Tulova,ru,Тулова,ua,Тулова
T,en,Tulukiv,ru,Тулукiв,ua,Тулукiв
T,en,Tuchapi,ru,Тучапи,ua,Тучапи
T,en,Ustja,ru,Устя,ua,Устя
T,en,Hlibichin,ru,Хлiбичин,ua,Хлiбичин
T,en,Hom'JAkivka,ru,Хом'Якiвка,ua,Хом'Якiвка
T,en,Berezivka,ru,Березiвка,ua,Березiвка
T,en,Bratkivtsi,ru,Браткiвцi,ua,Браткiвцi
T,en,Vil'shanitsja,ru,Вiльшаниця,ua,Вiльшаниця
T,en,Gannusivka,ru,Ганнусiвка,ua,Ганнусiвка
T,en,Dovge,ru,Довге,ua,Довге
T,en,Dragomirchani,ru,Драгомирчани,ua,Драгомирчани
T,en,Ezupil',ru,Єзупiль,ua,Єзупiль
T,en,Zagvizdja,ru,Загвiздя,ua,Загвiздя
T,en,Klubivtsi,ru,Клубiвцi,ua,Клубiвцi
T,en,Kozina,ru,Козина,ua,Козина
T,en,Kolodiyivka,ru,Колодiївка,ua,Колодiївка
T,en,Krasilivka,ru,Красилiвка,ua,Красилiвка
T,en,Lipivka,ru,Липiвка,ua,Липiвка
T,en,Lisets',ru,Лисець,ua,Лисець
T,en,Majdan,ru,Майдан,ua,Майдан
T,en,Markivtsi,ru,Маркiвцi,ua,Маркiвцi
T,en,Miluvannja,ru,Милування,ua,Милування
T,en,Novi krivotuli,ru,Новi Кривотули,ua,Новi Кривотули
T,en,Pavlivka,ru,Павлiвка,ua,Павлiвка
T,en,Pidlissja,ru,Пiдлiсся,ua,Пiдлiсся
T,en,Pidluzhzhja,ru,Пiдлужжя,ua,Пiдлужжя
T,en,Pidpecheri,ru,Пiдпечери,ua,Пiдпечери
T,en,Poberezhzhja,ru,Побережжя,ua,Побережжя
T,en,Pshenichniki,ru,Пшеничники,ua,Пшеничники
T,en,Radcha,ru,Радча,ua,Радча
T,en,Roshniv,ru,Рошнiв,ua,Рошнiв
T,en,Silets',ru,Сiлець,ua,Сiлець
T,en,Slobidka,ru,Слобiдка,ua,Слобiдка
T,en,Starij lisets',ru,Старий Лисець,ua,Старий Лисець
T,en,Stari krivotuli,ru,Старi Кривотули,ua,Старi Кривотули
T,en,Stebnik,ru,Стебник,ua,Стебник
T,en,Strigantsi,ru,Стриганцi,ua,Стриганцi
T,en,Tismenitsja,ru,Тисмениця,ua,Тисмениця
T,en,Tjaziv,ru,Тязiв,ua,Тязiв
T,en,Ugriniv,ru,Угринiв,ua,Угринiв
T,en,Uzin,ru,Узин,ua,Узин
T,en,Hom'JAkivka,ru,Хом'Якiвка,ua,Хом'Якiвка
T,en,CHerniyiv,ru,Чернiїв,ua,Чернiїв
T,en,CHornoliztsi,ru,Чорнолiзцi,ua,Чорнолiзцi
T,en,CHukalivka,ru,Чукалiвка,ua,Чукалiвка
T,en,JAmnitsja,ru,Ямниця,ua,Ямниця
T,en,Bortniki,ru,Бортники,ua,Бортники
T,en,Bratishiv,ru,Братишiв,ua,Братишiв
T,en,Budzin,ru,Будзин,ua,Будзин
T,en,Viknjane,ru,Вiкняне,ua,Вiкняне
T,en,Gavriljak,ru,Гавриляк,ua,Гавриляк
T,en,Garasimiv,ru,Гарасимiв,ua,Гарасимiв
T,en,Gonchariv,ru,Гончарiв,ua,Гончарiв
T,en,Gostiv,ru,Гостiв,ua,Гостiв
T,en,Grinivtsi,ru,Гринiвцi,ua,Гринiвцi
T,en,Grushka,ru,Грушка,ua,Грушка
T,en,Deleva,ru,Делева,ua,Делева
T,en,Dolina,ru,Долина,ua,Долина
T,en,Zhivachiv,ru,Живачiв,ua,Живачiв
T,en,Zhukiv,ru,Жукiв,ua,Жукiв
T,en,Isakiv,ru,Iсакiв,ua,Iсакiв
T,en,Kolintsi,ru,Колiнцi,ua,Колiнцi
T,en,Korolivka,ru,Королiвка,ua,Королiвка
T,en,Kutische,ru,Кутище,ua,Кутище
T,en,Nadorozhna,ru,Надорожна,ua,Надорожна
T,en,Nizhniv,ru,Нижнiв,ua,Нижнiв
T,en,Obertin,ru,Обертин,ua,Обертин
T,en,Ozerjani,ru,Озеряни,ua,Озеряни
T,en,Olesha,ru,Олеша,ua,Олеша
T,en,Oleshiv,ru,Олешiв,ua,Олешiв
T,en,Ostrinja,ru,Остриня,ua,Остриня
T,en,Palagichi,ru,Палагичi,ua,Палагичi
T,en,Petriliv,ru,Петрилiв,ua,Петрилiв
T,en,Petriv,ru,Петрiв,ua,Петрiв
T,en,Pidverbtsi,ru,Пiдвербцi,ua,Пiдвербцi
T,en,Pribiliv,ru,Прибилiв,ua,Прибилiв
T,en,Puzhniki,ru,Пужники,ua,Пужники
T,en,Tlumach,ru,Тлумач,ua,Тлумач
T,en,Hotimir,ru,Хотимир,ua,Хотимир
T,en,JAkivka,ru,Якiвка,ua,Якiвка
T,en,Vorohta,ru,Ворохта,ua,Ворохта
T,en,Mikulichin,ru,Микуличин,ua,Микуличин
T,en,Paljanitsja,ru,Паляниця,ua,Паляниця
T,en,Tatariv,ru,Татарiв,ua,Татарiв
T,en,JAblunitsja,ru,Яблуниця,ua,Яблуниця
T,en,JAremcha,ru,Яремча,ua,Яремча
R,en,Avtonomna respublika krim,ru,Автономна Республiка Крим,ua,Автономна Республiка Крим
T,en,Alushta,ru,Алушта,ua,Алушта
R,en,Avtonomna respublika krim,ru,Автономна республiка Крим,ua,Автономна республiка Крим
T,en,Verhnja kutuzovka,ru,Верхня Кутузовка,ua,Верхня Кутузовка
T,en,General's'ke,ru,Генеральське,ua,Генеральське
T,en,Zaprudne,ru,Запрудне,ua,Запрудне
T,en,Izobil'ne,ru,Iзобiльне,ua,Iзобiльне
T,en,Luchiste,ru,Лучисте,ua,Лучисте
T,en,Malij majak,ru,Малий Маяк,ua,Малий Маяк
T,en,Malorichens'ke,ru,Малорiченське,ua,Малорiченське
T,en,Nizhnja kutuzovka,ru,Нижня Кутузовка,ua,Нижня Кутузовка
T,en,Partenit,ru,Партенiт,ua,Партенiт
T,en,Privitne,ru,Привiтне,ua,Привiтне
T,en,Ribache,ru,Рибаче,ua,Рибаче
T,en,Sonjachnogirs'ke,ru,Сонячногiрське,ua,Сонячногiрське
T,en,Ut'os,ru,Утьос,ua,Утьос
T,en,Aromatne,ru,Ароматне,ua,Ароматне
T,en,Bahchisaraj,ru,Бахчисарай,ua,Бахчисарай
T,en,Beregove,ru,Берегове,ua,Берегове
T,en,Brjans'ke,ru,Брянське,ua,Брянське
T,en,Velike sadove,ru,Велике Садове,ua,Велике Садове
T,en,Verhorichchja,ru,Верхорiччя,ua,Верхорiччя
T,en,Vidradne,ru,Вiдрадне,ua,Вiдрадне
T,en,Viktorivka,ru,Вiкторiвка,ua,Вiкторiвка
T,en,Viline,ru,Вiлiне,ua,Вiлiне
T,en,Glibokij JAr,ru,Глибокий Яр,ua,Глибокий Яр
T,en,Golubinka,ru,Голубинка,ua,Голубинка
T,en,Dibrivka,ru,Дiбрiвка,ua,Дiбрiвка
T,en,Dolinne,ru,Долинне,ua,Долинне
T,en,Zaliznichne,ru,Залiзничне,ua,Залiзничне
T,en,Zelene,ru,Зелене,ua,Зелене
T,en,Kazanki,ru,Казанки,ua,Казанки
T,en,Kashtani,ru,Каштани,ua,Каштани
T,en,Krasnij mak,ru,Красний Мак,ua,Красний Мак
T,en,Kujbisheve,ru,Куйбишеве,ua,Куйбишеве
T,en,Malovidne,ru,Маловидне,ua,Маловидне
T,en,Nauchnij,ru,Научний,ua,Научний
T,en,Nekrasovka,ru,Некрасовка,ua,Некрасовка
T,en,Novovasilivka,ru,Нововасилiвка,ua,Нововасилiвка
T,en,Novopavlivka,ru,Новопавлiвка,ua,Новопавлiвка
T,en,Pereduschel'ne,ru,Передущельне,ua,Передущельне
T,en,Pischane,ru,Пiщане,ua,Пiщане
T,en,Plodove,ru,Плодове,ua,Плодове
T,en,Plotinne,ru,Плотинне,ua,Плотинне
T,en,Poshtove,ru,Поштове,ua,Поштове
T,en,Prohladne,ru,Прохладне,ua,Прохладне
T,en,Samohvalove,ru,Самохвалове,ua,Самохвалове
T,en,Sevastjanivka,ru,Севастянiвка,ua,Севастянiвка
T,en,Skaliste,ru,Скалисте,ua,Скалисте
T,en,Sokoline,ru,Соколине,ua,Соколине
T,en,Suvorove,ru,Суворове,ua,Суворове
T,en,Tabachne,ru,Табачне,ua,Табачне
T,en,Tankove,ru,Танкове,ua,Танкове
T,en,Tiniste,ru,Тiнисте,ua,Тiнисте
T,en,Topoli,ru,Тополi,ua,Тополi
T,en,Trudoljubivka,ru,Трудолюбiвка,ua,Трудолюбiвка
T,en,Turgenevka,ru,Тургенєвка,ua,Тургенєвка
T,en,Uglove,ru,Углове,ua,Углове
T,en,Furmanovka,ru,Фурмановка,ua,Фурмановка
T,en,Holmivka,ru,Холмiвка,ua,Холмiвка
T,en,Shevchenkove,ru,Шевченкове,ua,Шевченкове
T,en,Schaslive,ru,Щасливе,ua,Щасливе
T,en,Aromatne,ru,Ароматне,ua,Ароматне
T,en,Bagate,ru,Багате,ua,Багате
T,en,Balki,ru,Балки,ua,Балки
T,en,Bila skelja,ru,Бiла Скеля,ua,Бiла Скеля
T,en,Bilogirs'k,ru,Бiлогiрськ,ua,Бiлогiрськ
T,en,Vasilivka,ru,Василiвка,ua,Василiвка
T,en,Vishenne,ru,Вишенне,ua,Вишенне
T,en,Golovanivka,ru,Голованiвка,ua,Голованiвка
T,en,Dolinivka,ru,Долинiвка,ua,Долинiвка
T,en,Zelenogirs'ke,ru,Зеленогiрське,ua,Зеленогiрське
T,en,Zemljanichne,ru,Земляничне,ua,Земляничне
T,en,Zibini,ru,Зибини,ua,Зибини
T,en,Zuja,ru,Зуя,ua,Зуя
T,en,Krims'ka roza,ru,Кримська Роза,ua,Кримська Роза
T,en,Krinichne,ru,Криничне,ua,Криничне
T,en,Kurortne,ru,Курортне,ua,Курортне
T,en,Kurs'ke,ru,Курське,ua,Курське
T,en,Litvinenkove,ru,Литвиненкове,ua,Литвиненкове
T,en,Lichebne,ru,Лiчебне,ua,Лiчебне
T,en,Mel'nichne,ru,Мельничне,ua,Мельничне
T,en,Michurins'ke,ru,Мiчурiнське,ua,Мiчурiнське
T,en,Muroms'ke,ru,Муромське,ua,Муромське
T,en,Nizhni orishniki,ru,Нижнi Орiшники,ua,Нижнi Орiшники
T,en,Novozhilivka,ru,Новожилiвка,ua,Новожилiвка
T,en,Novoklenove,ru,Новокленове,ua,Новокленове
T,en,Pavlivka,ru,Павлiвка,ua,Павлiвка
T,en,Petrove,ru,Петрове,ua,Петрове
T,en,Rusakivka,ru,Русакiвка,ua,Русакiвка
T,en,Turgeneve,ru,Тургенєве,ua,Тургенєве
T,en,Udarne,ru,Ударне,ua,Ударне
T,en,Uchebne,ru,Учебне,ua,Учебне
T,en,Tsvitochne,ru,Цвiточне,ua,Цвiточне
T,en,CHornopillja,ru,Чорнопiлля,ua,Чорнопiлля
T,en,Azovs'ke,ru,Азовське,ua,Азовське
T,en,Blizhn'ogorods'ke,ru,Ближньогородське,ua,Ближньогородське
T,en,Borodino,ru,Бородiно,ua,Бородiно
T,en,Vil'ne,ru,Вiльне,ua,Вiльне
T,en,Dzhankoj,ru,Джанкой,ua,Джанкой
T,en,Dmitrivka,ru,Дмитрiвка,ua,Дмитрiвка
T,en,Dniprovka,ru,Днiпровка,ua,Днiпровка
T,en,Ermakove,ru,Єрмакове,ua,Єрмакове
T,en,Zhiline,ru,Жилине,ua,Жилине
T,en,Zavit-lenins'kij,ru,Завiт-Ленiнський,ua,Завiт-Ленiнський
T,en,Zarichne,ru,Зарiчне,ua,Зарiчне
T,en,Zernove,ru,Зернове,ua,Зернове
T,en,Izumrudne,ru,Iзумрудне,ua,Iзумрудне
T,en,Istochne,ru,Iсточне,ua,Iсточне
T,en,Kalinivka,ru,Калинiвка,ua,Калинiвка
T,en,Kindratove,ru,Кiндратове,ua,Кiндратове
T,en,Kovil'ne,ru,Ковильне,ua,Ковильне
T,en,Koloski,ru,Колоски,ua,Колоски
T,en,Komsomol's'ke,ru,Комсомольське,ua,Комсомольське
T,en,Krimka,ru,Кримка,ua,Кримка
T,en,Lobanove,ru,Лобанове,ua,Лобанове
T,en,Lugans'ke,ru,Луганське,ua,Луганське
T,en,Majs'ke,ru,Майське,ua,Майське
T,en,Mar'YIne,ru,Мар'Їне,ua,Мар'Їне
T,en,Martinivka,ru,Мартинiвка,ua,Мартинiвка
T,en,Maslove,ru,Маслове,ua,Маслове
T,en,Medvedivka,ru,Медведiвка,ua,Медведiвка
T,en,Mirnivka,ru,Мирнiвка,ua,Мирнiвка
T,en,Mnogovodne,ru,Многоводне,ua,Многоводне
T,en,Nove zhittja,ru,Нове Життя,ua,Нове Життя
T,en,Novokrims'ke,ru,Новокримське,ua,Новокримське
T,en,Novopalivka,ru,Новопалiвка,ua,Новопалiвка
T,en,Novosil'tseve,ru,Новосiльцеве,ua,Новосiльцеве
T,en,Novostepove,ru,Новостепове,ua,Новостепове
T,en,Ovocheve,ru,Овочеве,ua,Овочеве
T,en,Ozerki,ru,Озерки,ua,Озерки
T,en,Oktjabr,ru,Октябр,ua,Октябр
T,en,Paharivka,ru,Пахарiвка,ua,Пахарiвка
T,en,Perepilkine,ru,Перепiлкине,ua,Перепiлкине
T,en,Pobedne,ru,Побєдне,ua,Побєдне
T,en,Pol'ove,ru,Польове,ua,Польове
T,en,Pridorozhne,ru,Придорожнє,ua,Придорожнє
T,en,Prostorne,ru,Просторне,ua,Просторне
T,en,Pushkine,ru,Пушкiне,ua,Пушкiне
T,en,Risakove,ru,Рисакове,ua,Рисакове
T,en,Rozkishne,ru,Розкiшне,ua,Розкiшне
T,en,Roschine,ru,Рощине,ua,Рощине
T,en,Svitle,ru,Свiтле,ua,Свiтле
T,en,Stal'ne,ru,Стальне,ua,Стальне
T,en,Stefanivka,ru,Стефанiвка,ua,Стефанiвка
T,en,Solone ozero,ru,Солоне Озеро,ua,Солоне Озеро
T,en,Subotnik,ru,Суботник,ua,Суботник
T,en,Tabachne,ru,Табачне,ua,Табачне
T,en,Turgeneve,ru,Тургенєве,ua,Тургенєве
T,en,Tutove,ru,Тутове,ua,Тутове
T,en,Tsilinne,ru,Цiлинне,ua,Цiлинне
T,en,CHajkine,ru,Чайкине,ua,Чайкине
T,en,JArke,ru,Ярке,ua,Ярке
T,en,JArke pole,ru,Ярке Поле,ua,Ярке Поле
T,en,JAsnopoljans'ke,ru,Яснополянське,ua,Яснополянське
T,en,Evpatorija,ru,Євпаторiя,ua,Євпаторiя
T,en,Zaozerne,ru,Заозерне,ua,Заозерне
T,en,Mirnij,ru,Мирний,ua,Мирний
T,en,Novoozerne,ru,Новоозерне,ua,Новоозерне
T,en,Kerch,ru,Керч,ua,Керч
T,en,Abrikosivka,ru,Абрикосiвка,ua,Абрикосiвка
T,en,Babenkove,ru,Бабенкове,ua,Бабенкове
T,en,Vidvazhne,ru,Вiдважне,ua,Вiдважне
T,en,Vidrodzhennja,ru,Вiдродження,ua,Вiдродження
T,en,Vladislavivka,ru,Владиславiвка,ua,Владиславiвка
T,en,Dobroljubovka,ru,Добролюбовка,ua,Добролюбовка
T,en,Zhuravki,ru,Журавки,ua,Журавки
T,en,Zolote pole,ru,Золоте Поле,ua,Золоте Поле
T,en,Izobil'ne,ru,Iзобiльне,ua,Iзобiльне
T,en,Izjumivka,ru,Iзюмiвка,ua,Iзюмiвка
T,en,Kirovs'ke,ru,Кiровське,ua,Кiровське
T,en,Krasnosil's'ke,ru,Красносiльське,ua,Красносiльське
T,en,Krinichki,ru,Кринички,ua,Кринички
T,en,L'govs'ke,ru,Льговське,ua,Льговське
T,en,Novopokrovka,ru,Новопокровка,ua,Новопокровка
T,en,Partizani,ru,Партизани,ua,Партизани
T,en,Pervomajs'ke,ru,Первомайське,ua,Первомайське
T,en,Privitne,ru,Привiтне,ua,Привiтне
T,en,Sinitsine,ru,Синицине,ua,Синицине
T,en,Starij krim,ru,Старий Крим,ua,Старий Крим
T,en,Tokareve,ru,Токарєве,ua,Токарєве
T,en,Trudoljubivka,ru,Трудолюбiвка,ua,Трудолюбiвка
T,en,JArke pole,ru,Ярке Поле,ua,Ярке Поле
T,en,Shubine,ru,Шубине,ua,Шубине
T,en,Amurs'ke,ru,Амурське,ua,Амурське
T,en,Blizhne,ru,Ближнє,ua,Ближнє
T,en,Voshod,ru,Восход,ua,Восход
T,en,Dibrivs'ke,ru,Дiбрiвське,ua,Дiбрiвське
T,en,Dokuchaeve,ru,Докучаєве,ua,Докучаєве
T,en,Zernove,ru,Зернове,ua,Зернове
T,en,Znam'JAnka,ru,Знам'Янка,ua,Знам'Янка
T,en,Kalinine,ru,Калiнiне,ua,Калiнiне
T,en,Karpivka,ru,Карпiвка,ua,Карпiвка
T,en,Klepinine,ru,Клепинiне,ua,Клепинiне
T,en,Klimove,ru,Климове,ua,Климове
T,en,Kolodjazne,ru,Колодязне,ua,Колодязне
T,en,Komarivka,ru,Комарiвка,ua,Комарiвка
T,en,Kotel'nikove,ru,Котельникове,ua,Котельникове
T,en,Krasna poljana,ru,Красна Поляна,ua,Красна Поляна
T,en,Krasnij partizan,ru,Красний Партизан,ua,Красний Партизан
T,en,Krasnogvardijs'ke,ru,Красногвардiйське,ua,Красногвардiйське
T,en,Krasnodarka,ru,Краснодарка,ua,Краснодарка
T,en,Krasnoznam'JAnka,ru,Краснознам'Янка,ua,Краснознам'Янка
T,en,Kremnivka,ru,Кремнiвка,ua,Кремнiвка
T,en,Lenins'ke,ru,Ленiнське,ua,Ленiнське
T,en,Mar'JAnivka,ru,Мар'Янiвка,ua,Мар'Янiвка
T,en,Miroljubivka,ru,Миролюбiвка,ua,Миролюбiвка
T,en,Molochne,ru,Молочне,ua,Молочне
T,en,Muskatne,ru,Мускатне,ua,Мускатне
T,en,Najd'onivka,ru,Найдьонiвка,ua,Найдьонiвка
T,en,Nekrasove,ru,Некрасове,ua,Некрасове
T,en,Novoestonija,ru,Новоестонiя,ua,Новоестонiя
T,en,Novozuyivka,ru,Новозуївка,ua,Новозуївка
T,en,Novooleksiyivka,ru,Новоолексiївка,ua,Новоолексiївка
T,en,Novopokrovka,ru,Новопокровка,ua,Новопокровка
T,en,Novosil'tsi,ru,Новосiльцi,ua,Новосiльцi
T,en,Oktjabrs'ke,ru,Октябрське,ua,Октябрське
T,en,Oleksandrivka,ru,Олександрiвка,ua,Олександрiвка
T,en,Petrivka,ru,Петрiвка,ua,Петрiвка
T,en,Poltavka,ru,Полтавка,ua,Полтавка
T,en,Pushkine,ru,Пушкiне,ua,Пушкiне
T,en,P'JAtihatka,ru,П'Ятихатка,ua,П'Ятихатка
T,en,Rivne,ru,Рiвне,ua,Рiвне
